Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,EducationField,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,OverTime,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole,ExperienceRatio,IncomePerYearExp,TenureSatisfaction
32,0,Travel_Rarely,120,Research & Development,6,Life Sciences,3,43,3,Research Scientist,3,Single,3038,12430,No,0,8,2,3,4,0.5,337.55555555555554,12
27,0,Travel_Rarely,1157,Research & Development,17,Technical Degree,3,51,3,Research Scientist,2,Married,3058,13364,Yes,1,6,3,2,2,0.3333333333333333,436.85714285714283,4
19,1,Travel_Frequently,602,Sales,1,Technical Degree,3,100,1,Sales Representative,1,Single,2325,20989,No,0,1,5,4,0,0.0,1162.5,0
36,0,Travel_Frequently,1480,Research & Development,3,Medical,4,30,3,Laboratory Technician,2,Single,2088,15062,No,0,13,3,2,7,0.5384615384615384,149.14285714285714,14
30,0,Non-Travel,111,Research & Development,9,Medical,3,66,3,Laboratory Technician,1,Divorced,3072,11012,No,2,12,4,3,9,0.75,236.30769230769232,9
45,0,Travel_Rarely,1268,Sales,4,Life Sciences,3,30,3,Sales Executive,1,Divorced,5006,6319,Yes,1,9,3,4,4,0.4444444444444444,500.6,4
56,0,Travel_Rarely,713,Research & Development,8,Life Sciences,3,67,3,Research Scientist,1,Divorced,4257,13939,Yes,1,19,3,3,2,0.10526315789473684,212.85,2
33,0,Travel_Rarely,134,Research & Development,2,Life Sciences,3,90,3,Research Scientist,4,Single,2500,10515,No,0,4,2,4,1,0.25,500.0,4
19,1,Travel_Rarely,303,Research & Development,2,Life Sciences,2,47,2,Laboratory Technician,4,Single,1102,9241,No,0,1,3,2,0,0.0,551.0,0
46,0,Travel_Rarely,526,Sales,1,Marketing,2,92,3,Sales Executive,1,Divorced,10453,2137,No,3,24,2,3,13,0.5416666666666666,418.12,13
38,0,Travel_Rarely,1380,Research & Development,9,Life Sciences,3,75,3,Laboratory Technician,4,Single,2288,6319,No,0,2,3,3,2,1.0,762.6666666666666,8
31,0,Travel_Rarely,140,Research & Development,12,Medical,3,95,3,Research Scientist,4,Married,3929,6984,Yes,1,7,0,3,2,0.2857142857142857,491.125,8
34,0,Travel_Rarely,629,Research & Development,27,Medical,4,95,3,Research Scientist,2,Single,2311,5711,No,0,9,3,3,2,0.2222222222222222,231.1,4
41,1,Travel_Rarely,1356,Sales,20,Marketing,2,70,3,Sales Representative,2,Single,3140,21728,Yes,0,4,5,2,3,0.75,628.0,6
50,0,Travel_Rarely,328,Research & Development,1,Medical,3,86,2,Laboratory Technician,3,Married,3690,3425,No,1,5,2,2,2,0.4,615.0,6
53,0,Travel_Rarely,1084,Research & Development,13,Medical,4,57,4,Manufacturing Director,1,Divorced,4450,26250,No,2,5,3,3,2,0.4,741.6666666666666,2
33,0,Travel_Rarely,931,Research & Development,14,Medical,4,72,3,Research Scientist,2,Married,2756,4673,No,1,8,5,3,7,0.875,306.22222222222223,14
40,0,Travel_Rarely,989,Research & Development,4,Medical,4,46,3,Manager,3,Married,19033,6499,No,1,21,2,3,8,0.38095238095238093,865.1363636363636,24
55,0,Travel_Rarely,692,Research & Development,14,Medical,3,61,4,Research Director,2,Single,18722,13339,No,0,36,3,3,15,0.4166666666666667,506.0,30
34,0,Travel_Frequently,1069,Research & Development,2,Life Sciences,4,45,2,Manufacturing Director,3,Married,9547,14074,No,0,10,2,2,9,0.9,867.9090909090909,27
51,0,Travel_Rarely,313,Research & Development,3,Medical,4,98,3,Healthcare Representative,2,Single,13734,7192,No,0,21,6,3,7,0.3333333333333333,624.2727272727273,14
52,0,Travel_Rarely,699,Research & Development,1,Life Sciences,3,65,2,Manager,3,Married,19999,5678,No,1,34,5,3,18,0.5294117647058824,571.4,54
27,0,Travel_Rarely,894,Research & Development,9,Medical,4,99,3,Research Scientist,2,Single,2279,11781,No,0,7,2,2,7,1.0,284.875,14
35,1,Travel_Rarely,556,Research & Development,23,Life Sciences,2,50,2,Manufacturing Director,3,Married,5916,15497,Yes,0,8,1,3,0,0.0,657.3333333333334,0
43,0,Non-Travel,1344,Research & Development,7,Medical,4,37,4,Research Scientist,4,Divorced,2089,5228,No,3,7,3,4,4,0.5714285714285714,261.125,16
45,0,Non-Travel,1195,Research & Development,2,Medical,1,65,2,Manager,4,Married,16792,20462,No,1,22,1,3,8,0.36363636363636365,730.0869565217391,32
37,0,Travel_Rarely,290,Research & Development,21,Life Sciences,2,65,4,Research Scientist,1,Married,3564,22977,Yes,1,8,3,2,7,0.875,396.0,7
35,0,Travel_Frequently,138,Research & Development,2,Medical,2,37,3,Laboratory Technician,2,Single,4425,15986,No,0,10,5,3,2,0.2,402.27272727272725,4
42,0,Non-Travel,926,Research & Development,21,Medical,3,36,3,Manufacturing Director,3,Divorced,5265,16439,No,1,11,5,3,3,0.2727272727272727,438.75,9
38,0,Travel_Rarely,1261,Research & Development,2,Life Sciences,4,88,3,Manufacturing Director,3,Married,6553,7259,No,0,14,3,3,0,0.0,436.8666666666667,0
38,0,Travel_Rarely,1084,Research & Development,29,Technical Degree,4,54,3,Manufacturing Director,4,Married,6261,4185,No,1,9,3,1,7,0.7777777777777778,626.1,28
27,0,Travel_Frequently,472,Research & Development,1,Technical Degree,3,60,2,Manufacturing Director,1,Married,4298,9679,No,1,6,1,3,2,0.3333333333333333,614.0,2
49,0,Non-Travel,1002,Research & Development,18,Life Sciences,4,92,3,Manufacturing Director,4,Divorced,6804,23793,Yes,2,7,0,3,7,1.0,850.5,28
34,0,Travel_Frequently,878,Research & Development,10,Medical,4,43,3,Research Scientist,3,Divorced,3815,5972,Yes,1,5,4,4,3,0.6,635.8333333333334,9
40,0,Travel_Rarely,905,Research & Development,19,Medical,3,99,3,Laboratory Technician,4,Married,2741,16523,Yes,1,15,2,4,2,0.13333333333333333,171.3125,8
38,1,Travel_Rarely,1180,Research & Development,29,Medical,2,70,3,Healthcare Representative,1,Married,6673,11354,Yes,0,17,2,3,0,0.0,370.72222222222223,0
29,1,Travel_Rarely,121,Sales,27,Marketing,2,35,3,Sales Executive,4,Married,7639,24525,No,3,10,3,2,4,0.4,694.4545454545455,16
22,0,Travel_Rarely,1136,Research & Development,5,Life Sciences,4,60,4,Research Scientist,2,Divorced,2328,12392,Yes,1,4,2,2,2,0.5,465.6,4
36,0,Travel_Frequently,635,Research & Development,18,Medical,2,73,3,Laboratory Technician,4,Single,2153,7703,No,0,8,2,3,1,0.125,239.22222222222223,4
40,0,Non-Travel,1151,Research & Development,9,Life Sciences,4,63,2,Healthcare Representative,4,Married,4876,14242,No,1,5,5,1,2,0.4,812.6666666666666,8
46,0,Travel_Rarely,644,Research & Development,1,Medical,4,97,3,Healthcare Representative,1,Divorced,9396,12368,No,1,17,3,3,2,0.11764705882352941,522.0,2
32,1,Travel_Rarely,1045,Sales,4,Medical,4,32,1,Sales Executive,4,Married,10400,25812,No,0,14,2,2,8,0.5714285714285714,693.3333333333334,32
30,0,Non-Travel,829,Research & Development,1,Life Sciences,3,88,2,Manufacturing Director,3,Single,8474,20925,No,0,12,2,3,8,0.6666666666666666,651.8461538461538,24
27,0,Travel_Frequently,1242,Sales,20,Life Sciences,4,90,3,Sales Executive,3,Single,9981,12916,No,0,7,2,3,7,1.0,1247.625,21
51,0,Travel_Rarely,1469,Research & Development,8,Life Sciences,2,81,2,Research Director,2,Married,12490,15736,No,2,16,5,1,9,0.5625,734.7058823529412,18
30,1,Travel_Rarely,1005,Research & Development,3,Technical Degree,4,88,3,Research Scientist,1,Single,2657,8556,Yes,0,8,5,3,2,0.25,295.22222222222223,2
41,0,Travel_Rarely,896,Sales,6,Life Sciences,4,75,3,Manager,4,Single,13591,14674,Yes,0,16,3,3,0,0.0,799.4705882352941,0
30,1,Travel_Frequently,334,Sales,26,Marketing,3,52,2,Sales Executive,1,Single,6696,22967,No,0,9,5,2,3,0.3333333333333333,669.6,3
29,1,Travel_Rarely,992,Research & Development,1,Technical Degree,3,85,3,Research Scientist,3,Single,2058,19757,No,0,7,1,2,2,0.2857142857142857,257.25,6
45,0,Non-Travel,1052,Sales,6,Medical,4,57,2,Sales Executive,4,Single,8865,16840,No,0,23,2,3,7,0.30434782608695654,369.375,28
54,0,Travel_Rarely,1147,Sales,3,Marketing,4,52,3,Sales Executive,1,Married,5940,17011,No,1,16,4,3,2,0.125,349.4117647058824,2
36,0,Travel_Rarely,1396,Research & Development,5,Life Sciences,4,62,3,Laboratory Technician,2,Single,5914,9945,No,0,16,3,4,11,0.6875,347.88235294117646,22
33,0,Travel_Rarely,147,Research & Development,4,Medical,3,47,2,Research Scientist,2,Married,2622,13248,No,0,7,3,3,2,0.2857142857142857,327.75,4
37,0,Travel_Frequently,663,Research & Development,11,Other,2,47,3,Research Director,4,Divorced,12185,10056,Yes,3,10,1,3,8,0.8,1107.7272727272727,32
38,0,Travel_Rarely,119,Sales,3,Life Sciences,1,76,3,Sales Executive,3,Divorced,10609,9647,No,2,17,6,2,10,0.5882352941176471,589.3888888888889,30
31,0,Non-Travel,979,Research & Development,1,Medical,3,90,1,Manufacturing Director,3,Married,4345,4381,No,1,6,2,3,4,0.6666666666666666,620.7142857142857,12
59,0,Travel_Rarely,142,Research & Development,3,Life Sciences,3,70,2,Research Scientist,4,Married,2177,8456,No,1,7,6,3,0,0.0,272.125,0
37,0,Travel_Frequently,319,Sales,4,Marketing,1,41,3,Sales Representative,4,Divorced,2793,2539,No,1,13,2,3,8,0.6153846153846154,199.5,32
29,0,Travel_Frequently,1413,Sales,1,Medical,2,42,3,Sales Executive,4,Married,7918,6599,No,1,11,5,3,10,0.9090909090909091,659.8333333333334,40
35,0,Travel_Frequently,944,Sales,1,Marketing,3,92,3,Sales Executive,3,Single,8789,9096,No,0,10,3,4,7,0.7,799.0,21
29,1,Travel_Rarely,896,Research & Development,18,Medical,3,86,2,Research Scientist,4,Single,2389,14961,Yes,0,4,3,2,3,0.75,477.8,12
52,0,Travel_Rarely,1323,Research & Development,2,Life Sciences,3,89,2,Laboratory Technician,4,Single,3212,3300,No,0,6,3,2,2,0.3333333333333333,458.85714285714283,8
42,0,Travel_Rarely,532,Research & Development,4,Technical Degree,3,58,3,Manager,4,Married,19232,4933,No,0,22,3,3,17,0.7727272727272727,836.1739130434783,68
59,0,Travel_Rarely,818,Human Resources,6,Medical,2,52,3,Human Resources,3,Married,2267,25657,No,0,7,2,2,2,0.2857142857142857,283.375,6
50,0,Travel_Rarely,854,Sales,1,Medical,4,68,3,Manager,4,Divorced,19517,24118,No,1,32,3,2,0,0.0,591.4242424242424,0
33,1,Travel_Rarely,813,Research & Development,14,Medical,3,58,3,Laboratory Technician,4,Married,2436,22149,Yes,1,8,2,1,4,0.5,270.6666666666667,16
43,0,Travel_Rarely,1034,Sales,16,Marketing,4,80,3,Manager,4,Married,16064,7744,Yes,1,22,3,3,13,0.5909090909090909,698.4347826086956,52
33,1,Travel_Rarely,465,Research & Development,2,Life Sciences,1,39,3,Laboratory Technician,1,Married,2707,21509,No,0,13,3,4,7,0.5384615384615384,193.35714285714286,7
52,0,Non-Travel,771,Sales,2,Life Sciences,1,79,2,Manager,3,Single,19068,21030,Yes,0,33,2,4,7,0.21212121212121213,560.8235294117648,21
32,0,Travel_Rarely,1401,Sales,4,Life Sciences,3,56,3,Sales Representative,2,Married,3931,20990,No,1,6,5,3,3,0.5,561.5714285714286,6
32,1,Travel_Rarely,515,Research & Development,1,Life Sciences,4,62,2,Laboratory Technician,3,Single,3730,9571,Yes,0,4,2,1,2,0.5,746.0,6
39,0,Travel_Rarely,1431,Research & Development,1,Medical,3,96,3,Laboratory Technician,3,Divorced,2232,15417,No,3,7,1,3,2,0.2857142857142857,279.0,6
32,0,Non-Travel,976,Sales,26,Marketing,3,100,3,Sales Executive,4,Married,4465,12069,No,0,4,2,3,2,0.5,893.0,8
41,0,Travel_Rarely,1411,Research & Development,19,Life Sciences,3,36,3,Research Scientist,1,Divorced,3072,19877,No,2,17,2,2,0,0.0,170.66666666666666,0
40,0,Travel_Rarely,1300,Research & Development,24,Technical Degree,1,62,3,Research Scientist,4,Divorced,3319,24447,No,2,9,3,3,8,0.8888888888888888,331.9,32
45,0,Travel_Rarely,252,Research & Development,1,Other,3,70,4,Manager,4,Married,19202,15970,No,1,25,2,3,0,0.0,738.5384615384615,0
31,0,Travel_Frequently,1327,Research & Development,3,Medical,2,73,3,Research Director,3,Divorced,13675,13523,No,1,9,3,3,2,0.2222222222222222,1367.5,6
33,0,Travel_Rarely,832,Research & Development,5,Life Sciences,3,63,2,Research Scientist,4,Married,2911,14776,No,1,2,2,2,2,1.0,970.3333333333334,8
34,0,Travel_Rarely,470,Research & Development,2,Life Sciences,4,84,2,Manufacturing Director,1,Married,5957,23687,No,1,13,3,3,9,0.6923076923076923,425.5,9
37,0,Travel_Rarely,1017,Research & Development,1,Medical,3,83,2,Research Scientist,1,Married,3920,18697,No,1,17,2,2,1,0.058823529411764705,217.77777777777777,1
45,0,Travel_Frequently,1199,Research & Development,7,Life Sciences,1,77,4,Manufacturing Director,3,Married,6434,5118,No,1,9,1,3,2,0.2222222222222222,643.4,6
37,1,Travel_Frequently,504,Research & Development,10,Medical,1,61,3,Manufacturing Director,3,Divorced,10048,22573,No,2,17,5,3,0,0.0,558.2222222222222,0
39,0,Travel_Frequently,505,Research & Development,2,Technical Degree,3,64,3,Healthcare Representative,3,Single,10938,6420,No,0,20,1,3,6,0.3,520.8571428571429,18
29,0,Travel_Rarely,665,Research & Development,15,Life Sciences,3,60,3,Research Scientist,4,Single,2340,22673,No,0,6,1,3,5,0.8333333333333334,334.2857142857143,20
42,0,Travel_Rarely,916,Research & Development,17,Life Sciences,4,82,4,Research Scientist,1,Single,6545,23016,Yes,0,10,1,3,2,0.2,595.0,2
29,0,Travel_Rarely,1247,Sales,20,Marketing,4,45,3,Sales Executive,4,Divorced,6931,10732,No,1,10,2,3,2,0.2,630.0909090909091,8
25,0,Travel_Rarely,685,Research & Development,1,Life Sciences,1,62,3,Manufacturing Director,3,Married,4898,7505,No,2,5,3,3,2,0.4,816.3333333333334,6
42,0,Travel_Rarely,269,Research & Development,2,Medical,4,56,2,Laboratory Technician,1,Divorced,2593,8007,Yes,1,10,4,3,6,0.6,235.72727272727272,6
40,0,Travel_Rarely,1416,Research & Development,2,Medical,1,49,3,Research Director,3,Divorced,19436,5949,No,1,22,5,3,7,0.3181818181818182,845.0434782608696,21
51,0,Travel_Rarely,833,Research & Development,1,Life Sciences,3,96,3,Research Scientist,4,Married,2723,23231,No,0,1,0,2,0,0.0,1361.5,0
31,1,Travel_Frequently,307,Research & Development,29,Medical,3,71,2,Laboratory Technician,2,Single,3479,11652,No,0,6,2,4,4,0.6666666666666666,497.0,8
32,0,Travel_Frequently,1311,Research & Development,7,Life Sciences,2,100,4,Laboratory Technician,2,Married,2794,26062,No,0,5,3,1,1,0.2,465.6666666666667,2
38,0,Non-Travel,1327,Sales,2,Life Sciences,4,39,2,Sales Executive,4,Married,5249,19682,No,1,13,0,3,7,0.5384615384615384,374.92857142857144,28
32,0,Travel_Rarely,128,Research & Development,2,Technical Degree,4,84,2,Laboratory Technician,1,Single,2176,19737,No,0,9,5,3,2,0.2222222222222222,217.6,2
46,0,Travel_Rarely,488,Sales,2,Technical Degree,3,75,1,Manager,2,Married,16872,14977,Yes,1,28,2,2,7,0.25,581.7931034482758,14
28,1,Travel_Rarely,529,Research & Development,2,Life Sciences,1,79,3,Laboratory Technician,3,Single,3485,14935,No,0,5,5,1,0,0.0,580.8333333333334,0
29,0,Travel_Rarely,1210,Sales,2,Medical,1,78,2,Sales Executive,2,Married,6644,3687,No,2,10,2,3,0,0.0,604.0,0
31,0,Travel_Rarely,1463,Research & Development,23,Medical,2,64,2,Healthcare Representative,4,Married,5582,14408,No,1,10,2,3,0,0.0,507.45454545454544,0
25,0,Non-Travel,675,Research & Development,5,Life Sciences,2,85,4,Healthcare Representative,1,Divorced,4000,18384,No,2,6,2,3,3,0.5,571.4285714285714,3
45,0,Travel_Rarely,1385,Research & Development,20,Medical,3,79,3,Healthcare Representative,4,Married,13496,7501,Yes,0,21,2,3,7,0.3333333333333333,613.4545454545455,28
36,0,Travel_Rarely,1403,Research & Development,6,Life Sciences,4,47,3,Laboratory Technician,4,Married,3210,20251,No,1,16,4,3,13,0.8125,188.8235294117647,52
55,0,Travel_Rarely,452,Research & Development,1,Medical,4,81,3,Manager,1,Single,19045,18938,Yes,0,37,2,3,10,0.2702702702702703,501.1842105263158,10
47,1,Non-Travel,666,Research & Development,29,Life Sciences,1,88,3,Manager,2,Married,11849,10268,Yes,1,10,2,2,7,0.7,1077.1818181818182,14
28,0,Travel_Rarely,1158,Research & Development,9,Medical,4,94,3,Research Scientist,4,Married,2070,2613,No,1,5,3,2,2,0.4,345.0,8
37,0,Travel_Rarely,228,Sales,6,Medical,3,98,3,Sales Executive,4,Married,6502,22825,No,1,7,5,4,4,0.5714285714285714,812.75,16
21,0,Travel_Rarely,996,Research & Development,3,Medical,4,100,2,Research Scientist,3,Single,3230,10531,No,0,3,4,4,2,0.6666666666666666,807.5,6
37,0,Non-Travel,728,Research & Development,1,Medical,1,80,3,Research Director,4,Divorced,13603,11677,Yes,2,15,2,3,2,0.13333333333333333,850.1875,8
35,0,Travel_Rarely,1315,Research & Development,22,Life Sciences,2,71,4,Manager,2,Divorced,11996,19100,No,1,10,6,2,7,0.7,1090.5454545454545,14
38,0,Travel_Rarely,322,Sales,7,Medical,1,44,4,Sales Executive,1,Divorced,5605,19191,Yes,1,8,3,3,0,0.0,622.7777777777778,0
26,0,Travel_Frequently,1479,Research & Development,1,Life Sciences,3,84,3,Manufacturing Director,2,Divorced,6397,26767,No,1,6,6,1,5,0.8333333333333334,913.8571428571429,10
50,0,Travel_Rarely,797,Research & Development,4,Life Sciences,1,96,3,Research Director,2,Divorced,19144,15815,No,2,28,4,2,4,0.14285714285714285,660.1379310344828,8
53,0,Travel_Rarely,1070,Research & Development,3,Medical,3,45,3,Research Director,3,Married,17584,21016,Yes,3,21,5,2,3,0.14285714285714285,799.2727272727273,9
42,0,Travel_Rarely,635,Sales,1,Life Sciences,2,99,3,Sales Executive,3,Married,4907,24532,No,0,20,3,3,16,0.8,233.66666666666666,48
29,0,Travel_Frequently,442,Sales,2,Life Sciences,2,44,3,Sales Executive,4,Single,4554,20260,No,0,10,3,2,7,0.7,414.0,28
55,0,Travel_Rarely,147,Research & Development,20,Technical Degree,2,37,3,Laboratory Technician,4,Married,5415,15972,Yes,1,12,4,3,7,0.5833333333333334,416.53846153846155,28
26,0,Travel_Frequently,496,Research & Development,11,Medical,1,60,3,Healthcare Representative,1,Married,4741,22722,Yes,1,5,3,3,3,0.6,790.1666666666666,3
37,0,Travel_Rarely,1372,Research & Development,1,Life Sciences,4,42,3,Research Scientist,4,Single,2115,15881,No,0,17,3,3,12,0.7058823529411765,117.5,48
44,1,Travel_Frequently,920,Research & Development,24,Life Sciences,4,43,3,Laboratory Technician,3,Divorced,3161,19920,Yes,1,19,0,1,0,0.0,158.05,0
38,0,Travel_Rarely,688,Research & Development,23,Life Sciences,4,82,3,Healthcare Representative,4,Divorced,5745,18899,No,1,10,2,3,2,0.2,522.2727272727273,8
26,1,Travel_Rarely,1449,Research & Development,16,Medical,1,45,3,Laboratory Technician,2,Divorced,2373,14180,Yes,1,5,2,3,2,0.4,395.5,4
28,0,Travel_Rarely,1117,Research & Development,8,Life Sciences,4,66,3,Research Scientist,4,Single,3310,4488,No,0,5,3,3,3,0.6,551.6666666666666,12
49,0,Travel_Frequently,636,Research & Development,10,Life Sciences,3,35,3,Research Director,1,Single,18665,25594,Yes,0,22,4,3,2,0.09090909090909091,811.5217391304348,2
36,0,Travel_Rarely,506,Research & Development,3,Technical Degree,3,30,3,Research Scientist,2,Single,4485,26285,No,0,10,2,3,0,0.0,407.72727272727275,0
31,0,Travel_Frequently,444,Sales,5,Marketing,4,84,3,Sales Representative,2,Divorced,2789,3909,No,1,2,5,2,2,1.0,929.6666666666666,4
26,1,Travel_Rarely,950,Sales,4,Marketing,4,48,2,Sales Executive,4,Single,5828,8450,Yes,0,8,0,3,7,0.875,647.5555555555555,28
37,0,Travel_Frequently,889,Research & Development,9,Medical,2,53,3,Research Scientist,4,Married,2326,11411,Yes,3,4,3,2,2,0.5,465.2,8
42,0,Travel_Frequently,555,Sales,26,Marketing,3,77,3,Sales Executive,2,Married,13525,14864,No,1,23,2,4,4,0.17391304347826086,563.5416666666666,8
18,1,Travel_Rarely,230,Research & Development,3,Life Sciences,3,54,3,Laboratory Technician,3,Single,1420,25233,No,0,0,2,3,0,0.0,1420.0,0
35,0,Travel_Rarely,1232,Sales,16,Marketing,3,96,3,Sales Executive,2,Married,8020,5100,No,2,12,3,2,9,0.75,616.9230769230769,18
36,0,Travel_Frequently,566,Research & Development,18,Life Sciences,3,81,4,Laboratory Technician,4,Married,3688,7122,No,2,4,2,3,0,0.0,737.6,0
51,0,Travel_Rarely,1302,Research & Development,2,Medical,4,84,1,Manufacturing Director,2,Divorced,5482,16321,No,1,13,3,3,1,0.07692307692307693,391.57142857142856,2
41,0,Travel_Rarely,334,Sales,2,Life Sciences,4,88,3,Manager,2,Single,16015,15896,No,0,22,2,3,10,0.45454545454545453,696.304347826087,20
18,0,Travel_Rarely,812,Sales,10,Medical,4,69,2,Sales Representative,3,Single,1200,9724,No,0,0,2,3,0,0.0,1200.0,0
28,0,Travel_Rarely,1476,Research & Development,16,Medical,2,68,4,Healthcare Representative,1,Single,5661,4824,No,0,9,2,3,3,0.3333333333333333,566.1,3
31,0,Travel_Rarely,218,Sales,7,Technical Degree,2,100,4,Sales Executive,4,Married,6929,12241,No,1,10,3,2,7,0.7,629.9090909090909,28
39,0,Travel_Rarely,1132,Research & Development,1,Medical,3,48,4,Healthcare Representative,4,Divorced,9613,10942,No,3,19,5,2,10,0.5263157894736842,480.65,40
36,0,Non-Travel,1105,Research & Development,24,Life Sciences,2,47,3,Laboratory Technician,2,Married,5674,6927,No,1,11,3,3,8,0.7272727272727273,472.8333333333333,16
32,0,Travel_Rarely,906,Sales,7,Life Sciences,4,91,2,Sales Executive,3,Married,5484,16985,No,1,13,3,2,8,0.6153846153846154,391.7142857142857,24
38,0,Travel_Rarely,849,Research & Development,25,Life Sciences,1,81,2,Research Director,2,Married,12061,26707,No,1,19,2,3,8,0.42105263157894735,603.05,16
58,0,Non-Travel,390,Research & Development,1,Life Sciences,4,32,1,Healthcare Representative,3,Divorced,5660,17056,Yes,1,12,2,3,3,0.25,435.38461538461536,9
31,0,Travel_Rarely,691,Research & Development,5,Technical Degree,3,86,3,Research Scientist,4,Married,4821,10077,Yes,1,6,4,3,2,0.3333333333333333,688.7142857142857,8
31,0,Travel_Rarely,106,Human Resources,2,Human Resources,1,62,2,Human Resources,1,Married,6410,17822,No,0,9,1,3,2,0.2222222222222222,641.0,2
